topic,unit_slug,faculty,url,title,wordCount,classification
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/student-testimonials,Student Testimonials,735,unique
student-life,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/student-testimonials,Student Testimonials,735,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students,Information for students,419,unique
subjects-timetable,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students,Information for students,419,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students,Information for students,419,unique
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/feedback,-reporting-concerns-and-complains","Feedback, Reporting Concerns & Complains",213,unique
contacts-support,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/feedback,-reporting-concerns-and-complains","Feedback, Reporting Concerns & Complains",213,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,mixed
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,mixed
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,mixed
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/info,Important information,383,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/insurance,Insurance,380,unique
international,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/insurance,Insurance,380,unique
orientation,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/insurance,Insurance,380,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/key-contacts,Key Contacts,193,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/key-contacts,Key Contacts,193,unique
inclusion-equity,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/key-contacts,Key Contacts,193,unique
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/obligations,-rights-and-responsibilities","Obligations, Rights & Responsibilities",578,unique
international,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/overseas-placements,Overseas Placements,228,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/overseas-placements,Overseas Placements,228,unique
clubs-events,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/overseas-placements,Overseas Placements,228,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/overseas-placements,Overseas Placements,228,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/personal-information-and-intellectual-property,Personal information & Intellectual Property,566,unique
IT-systems,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/personal-information-and-intellectual-property,Personal information & Intellectual Property,566,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique
inclusion-equity,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info,Additional Info,136,link-farm
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info,Additional Info,136,link-farm
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info,Additional Info,136,link-farm
careers-employability,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info,Additional Info,136,link-farm
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info/additional-information-and-resources,Additional Information and Resources,624,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info/additional-information-and-resources,Additional Information and Resources,624,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info/additional-information-and-resources,Additional Information and Resources,624,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/checklist,Summary of checks,549,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/checklist,Summary of checks,549,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/checklist,Summary of checks,549,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks,Course-specific checks,217,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks,Course-specific checks,217,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks,Course-specific checks,217,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/additional,Other checks by course,343,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/additional,Other checks by course,343,unique
student-life,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/additional,Other checks by course,343,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/additional,Other checks by course,343,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/ahpra,AHPRA Registration,1382,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/ahpra,AHPRA Registration,1382,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/ahpra,AHPRA Registration,1382,unique
course-planning,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/ahpra,AHPRA Registration,1382,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/covid-19,COVID-19,395,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/covid-19,COVID-19,395,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/covid-19,COVID-19,395,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/covid-19,COVID-19,395,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/first-aid-and-cpr,CPR and First Aid,294,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/first-aid-and-cpr,CPR and First Aid,294,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/first-aid-and-cpr,CPR and First Aid,294,unique
clubs-events,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/first-aid-and-cpr,CPR and First Aid,294,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/hand-hygiene,Hand Hygiene,282,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/hand-hygiene,Hand Hygiene,282,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/hand-hygiene,Hand Hygiene,282,unique
IT-systems,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/hand-hygiene,Hand Hygiene,282,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique
inclusion-equity,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique
contacts-support,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/flu,Influenza,428,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/flu,Influenza,428,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/flu,Influenza,428,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/hepatitis-b,Hepatitis B,575,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/hepatitis-b,Hepatitis B,575,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/hepatitis-b,Hepatitis B,575,unique
wellbeing-health,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/measles,-mumps-and-rubella-mmr","Measles, Mumps and Rubella (MMR)",479,unique
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/measles,-mumps-and-rubella-mmr","Measles, Mumps and Rubella (MMR)",479,unique
forms-admin,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/measles,-mumps-and-rubella-mmr","Measles, Mumps and Rubella (MMR)",479,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/pertussis,Pertussis,384,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/pertussis,Pertussis,384,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/pertussis,Pertussis,384,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/tb,Tuberculosis,481,unique
forms-admin,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/tb,Tuberculosis,481,unique
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/tb,Tuberculosis,481,unique
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/varicella,Varicella,438,unique
